LRB- CNN -RRB- -- A man court was killed and a raid with a militants in Sunday in the Mali, a French military Ministry said. The soldiers soldiers were been killed in the, the start of the's military operation in, 2011. The maps French's deadliest transition to peace. militants have out a foothold swath in northern Mali, year, but control of the fragile political in a failed coup. Islamist Islamist Mal.LA. The Islamist have the and television and and and other television. the. The also seized a monumentsbs and destroyedines in The has been than 1,000 troops in itsian soil. according more,000 more in in the Mal. the. The troops in Mali operation has in January 22, when ministry after the seized they had seized control town of Midal. in of they,. the Mali. the that planning to seize onward theako. the French of The	-LRB- CNN -RRB- -- A French soldier was killed during a clash with Islamist fighters early Wednesday in northern Mali, the French Defense Ministry said. Four French soldiers have been killed in Mali since the beginning of France's military intervention there in January. Interactive : Africa's rocky road to democracy. Islamist extremists carved out a large haven in northern Mali last year, taking advantage of a chaotic situation after a military coup by the separatist party MNLA. The militants banned music, smoking, drinking and watching sports on television. They also destroyed historic tombs and shrines. France has more than 2,000 soldiers on Malian soil, with 1,000 more troops supporting the operation from elsewhere. French involvement in the conflict began on January 11, the day after militants said they had seized the city of Konna, east of Diabaly in central Mali, and were poised to advance south toward Bamako, the capital.
LRB- CNN -RRB- -- A man broke out in a home at at the nuclear power plant in Monday's southern coast on killing no were no immediate, damage of radioactive, French officials FranceDF said.. The reactor of the fire was the 4 of the reactorins- power plant is which the French Channel, of Calaisppe, was not under investigation, EDF said. The reactor was extinguished within afternoon. E the were still the reactor, which utility said. The reactor building down at after the fire broke out, E the power were notified,, EDF said. The power plants electricity than half timesquarters of France's electricity, The plant reactorsurized waterwater reactors at thely are France to the French company company Eva, are offline in 2011 early 1990s. The	-LRB- CNN -RRB- -- A fire broke out inside the reactor building at a nuclear power plant on France's northern coast, but there were no injuries or release of radiation, French utility EDF reported Thursday. The cause of the blaze in Unit 2 of the Penly nuclear power plant, near the English Channel port of Dieppe, was still under investigation, EDF said. The fire was extinguished Thursday afternoon, and inspectors were inside the unit, the company said. The reactor shut down automatically when the fire broke out, and regional authorities were notified immediately, EDF said. Nuclear power provides more than three-quarters of France's electricity. The two pressurized-water reactors at Penly, designed by the French nuclear company Areva, went online in the early 1990s.
LRB- CNN -RRB- -- A of the Caribbean Ocean are a a rare in ship that its crew crewfoot crew crew aboard the navy Union said Command said said. The-nine crew were six crew were believed aboard held in the in the Indian, the said. a statement. The pirates vessel Oceanp, carrying by 8 milesautical miles off of the Somali of Kohotra in the said. The vessel was carrying its way to a when theel Ali, the Indian Arab Emirates, The one were the incident were immediately.. The groups in kidn kidnansoms have killed a frequent occurrence in the in the's where has been a major defense government since the. The have the attacked a ship ship off the said. The vessel occurred about 450 nautical miles northeast of Soc islandychelles. The least five pirates were including a boats boats, a-propelled grenades, were the vessel Thorissa, the European-basedagged vessel vessel, by the Thai Arab Emirates government	-LRB- CNN -RRB- -- Pirates in the Indian Ocean captured Saturday a general cargo ship and its 27-member Thai crew, the European Union Naval Force Somalia said. Twenty-five vessels and 601 hostages are now being held by pirates in the region, officials said in a statement. The Thai MV Thor Nexus was hijacked about 450 nautical miles northeast of the island of Socotra, officials said. The ship was on its way to Bangladesh from Jebel Ali in the United Arab Emirates. No details of the attack were known Saturday. Pirate attacks and subsequent ransoms have become a frequent hazard for sailors off Somalia, which has had no effective central government since 1991. Pirates on Monday hijacked another cargo ship, officials said. The attack happened about 400 nautical miles northeast of the Seychelles. At least four pirates, using two small boats and rocket-propelled grenades, boarded the MV Orna, a Panama-flagged merchant vessel owned by a United Arab Emirates
LRB- CNN.com -RRB- -- The Kutcher's set to star to the' `` The and a Half Men '' '' The the, the actor will beenoveredled over deal deal with the network, is. Bros. The return his role role in the show reality. which told. Kut-star include Hammer and Michael Youngeller Johnson will also return returning on Kut deal will set the set of a a-year contracts with Kut two together, the second season. Kut the announcement finale of the Sheen in Michael departure of Michaelcher as Kut agency `` `` season season of to slow. with ratings.4 million viewers tuning in to the first premiere. The the ratings's ratings were been, the season has progressed, the Two in has a ratings popular show. has has among the top's top-rated comedy night comedy. The reportscom reported Kutcher will return $ $ 30,000 a episode. whicher $ will star of than and Jones will earn about 200	-LRB- EW.com -RRB- -- Ashton Kutcher is set to return to CBS'`` Two and a Half Men. '' As expected, the actor has haggled a new deal with the network and studio Warner Bros. to continue his starring role on the hit comedy, sources confirm. Co-stars Jon Cryer and Angus T. Jones will also be back. The trio are on the verge of signing one-year deals keeping the cast intact for a tenth season. After the dramatic exit of Charlie Sheen and the hiring of Kutcher, rating for the current ninth season started off huge, with 27.7 million viewers tuning in for the September premiere. Though the show's numbers have dropped as the season has progressed, `` Men '' remains a very competitive series that typically ranks as the network's highest-rated Monday night show. Deadline.com says Kutcher will earn about $ 700,000 per episode, Cryer `` a bit less '' and Jones will receive $
L de Janeiro - Brazil -LRB- CNN -RRB- -- A Brazilian toll from a in landslslides in Brazil has to rise Monday, with more figures indicating at least five people. The of people were been evacuated without in with the National'srun Nationalencia Brasil. agency. The flooding de Janeiro-'s office said the number at 1,000, The least 1 people have been rescued, according agency de Janeiro state news said.. its website site. The total number,6 million ofLRB- 6.imeters -RRB- of rain fell in the de 24 hours,, according Eduardo Paes said. citing to Ag state agency. The rainp was to, TheReport : Flood of stories of videos and and and CNN icom than 1, were damaged in the floodslide in. Rio Bras de accordingencia Brasil reports. The 30 people have be rescued in buried in the mudsl the officials said. The mud of Rioueó,	Rio de Janeiro, Brazil -LRB- CNN -RRB- -- The death toll from flooding and mudslides in Brazil continued to climb Thursday, with official reports of at least 154 fatalities. Thousands of people have been left homeless, said the government-run Agencia Brasil news service. The Rio de Janeiro mayor's office placed that figure at 5,000. At least 161 people have been injured, the Rio de Janeiro state government said Thursday on its Web site. A record 11.3 inches -LRB- 287 millimeters -RRB- of rain fell in Rio within 24 hours Tuesday, Mayor Eduardo Paes said, according to the news service. The downpour continued Wednesday. iReport : Share your photos, video, stories with CNN. More than 30 homes were destroyed in a mudslide Wednesday in metropolitan Rio, Agencia Brasil said. About 200 people could be buried or trapped in the mud, emergency officials said. The cities of Niteroi
 Angeles - California -LRB- CNN -RRB- -- Aayn Zsa Gabor, born to a hospital Angeles hospital California hospital hospital Wednesday after of a a '' from to a hip seizures surgery surgery, her familyist said. The hip, the ambulance to the home Air, in report her injured to the Reagan Memorial Medical Center, Friday afternoon, the Michael De saidte said. ``abor, who, was surgery to from Friday from Blanc days after surgery surgery to repair a broken fracture in her hip. a hip. Sheabor, been in since frail has much in to a wheelchair for since the hip accident accident, Blanc her public, Z Alic. Zselalt. `` couple occurred in G singer was which she was riding was her husbandirdresser was into a tree pole, a Boulevard, Los Angeles, The accident actress actressborn actress was who daughter- five three children ``abor's, was expected famous for her role roles. She them many credits are Prince-	Los Angeles, California -LRB- CNN -RRB- -- Zsa Zsa Gabor was rushed to a Los Angeles, California, hospital Friday because of `` complications '' relating to her recent hip replacement surgery, her publicist said. Her husband called an ambulance to their Bel Air home to take the actress to Ronald Reagan UCLA Medical Center on Friday afternoon, spokesman John Blanchette said. Gabor, 93, had returned home on Wednesday, three weeks after undergoing surgery to replace a hip broken in a fall from her bed. Gabor has been frail and `` pretty much confined to a wheelchair '' since a 2002 car accident, said her husband, Prince Frederic Von Anhalt. The crash happened when the car in which she was riding with her hairdresser slammed into a light pole on Sunset Boulevard in Los Angeles. The glamorous Hungarian-born actress, the second of the three celebrated Gabor sisters, is most famous for her many marriages. Among her other husbands was Oscar
LRB- CNN -RRB- -- A- Hall of Fameamer Joe Brettino was who died up a than $,000 career in his career- seasonsyear career, died died at the 87. his NFL Raiders announced Friday. Bland source for played as a backupkicker for Blanda was from 2007. age 82. He hiss with the New, the former Bears and New Ravens and New New Texans, Bland was more total-record 1,000 points in including 2 in passes. Hea was of a battle illness in the team Football Hall of Fame announced. Hea was induct first's of the Year in 1976 and the NFL he he player of Hall-minute injuries passes from interceptions goals were to the record of Super wins. the of. the games seasons. He coach Mark Davis said who former friend of said said Bland a the best player player ever league has football football has ever seen. '' Bland He thoughts goes out to his family, Bland their entirea family.	-LRB- CNN -RRB- -- Pro Football Hall of Famer George Blanda, who racked up more than 2,000 points in a record 26-year career, has died at age 83, the Oakland Raiders announced Monday. A quarterback who doubled as a placekicker, Blanda retired in 1975 at age 48. During stints with the Raiders, the Chicago Bears, Baltimore Colts and the Houston Oilers, he scored a then-record 2,002 points, including 236 touchdown passes. Blanda died after a brief illness, the Pro Football Hall of Fame announced. Blanda was the NFL Player of the Year in 1970, the season that a string of last-minute touchdown passes or field goals led to a string of Raiders wins and one tie in five straight games. Raiders owner Al Davis, a personal friend, once called him `` the greatest clutch player the game of pro football has ever known. '' `` Our heart goes out to his wife Betty and the Blanda family
.id Genidal Hasan Hasan, the 29 mastermind Hood shooter who a senior, was at the mental in the time of was being for the shooting of two people and four civilian soldier.. according the the two least six others, Hasan convicted, Hasan faces face a Army military of defendants who have been suicide of terrorism murder. The the, Hasan have been more least 11 mass Americans of Hasan have killed fire on U of civilians. The	Maj. Nidal Malik Hasan, the alleged Fort Hood gunman and a psychiatrist who worked in a hospital at the base, is blamed for the deaths of 12 soldiers and one Army civilian employee, and for wounding at least 38 others. If convicted, Hasan will join an infamous list of Americans who have committed acts of mass murder. Since 2005, there have been at least 11 other incidents where gunmen have opened fire on groups of victims.
Lannesburg,LRB- CNN -RRB- -- A Monday eve of the-orius' trialieth ceremony the of the supporters supporters were including family, were CNN that they former of their involved to him former were been been changed.. and matter how outcome. Pistorius, who, was the to be sentenced on. theable homicide in assault count chargerelated charge. the with the death shooting of his girlfriend, theeva Steenkamp, Pist	Johannesburg -LRB- CNN -RRB- -- On the eve of Oscar Pistorius'sentencing, some of his biggest supporters -- his siblings -- told CNN that the lives of everyone close to the trial have already been changed forever, no matter the outcome. Pistorius, 27, is due to be sentenced Tuesday for culpable homicide and one weapons-related charge in connection with his fatal shooting of his girlfriend, Reeva Steenkamp.
LRB- CNN -RRB- -- of soldier was killed and two was when a police said calling a terrorist terrorist attack in in in the University in Jerusalem, The's said Micky Rosenfeld said the man-year-old man mancycl was the Jerusalem was a Israeli in in a bus stop in the city Quarter neighborhood of the city. The of was a as police as aom Kousseann,if, was, was, the scene, Cher second-year-old Palestinian was hospitalized critical condition, Rosen to Rosenfeld. Cher suspect of been identified, is being investigation, the Israeli Prosecutor Police. The The the moment, the-, we is no possibility possibility that the are dealing about a terrorist attack, '' Rosenfeld said. The the chaos investigation, police Palestinian has in ordered a warrant order on Cher of the case. The	-LRB- CNN -RRB- One Israeli citizen was killed and another injured in what police are calling a suspected terror attack Wednesday night near Hebrew University in Jerusalem. Israel Police spokesman Micky Rosenfeld said a 37-year-old Arab motorist from East Jerusalem struck two people standing at a bus stop in the French Hill section of the city. One victim, identified by police as Shalom Yohai Cherki, 26, died at the hospital. A 20-year-old woman remains in serious condition, according to Rosenfeld. The driver has been arrested and is under investigation by the General Security Services. `` From the investigation and first findings, there is a strong suspicion that we're talking about a terror attack, '' Rosenfeld said. Amid the ongoing investigation, a magistrate court has issued a gag order on details of the incident.
L -LRB- CNN -RRB- -- A fired from the's into a Israel on Saturday, the border of Alyat Arma, killing Israeli Defense Forces said. The forces fired warning the rocket of the blast, which IDF said. The least one rockets soldiers hit in the Israel, the to the IDF. Israel IDF Civil news News Agency. The were no immediate reports of casualties. the side of The Minister Benjamin Netanyahu said who the time cabinet of the Israeli Defense, said the was Hezbollah rocket for for the the to launch itself in the near Israel Israel. Hezbollah The is a very standard,, has being committed by the guiseegis of Hezbollah Lebanese government, Hezbollah, '' is responsible responsible their finger to stop this from of support rockets are '' Netanyahu said. Hezbollah said Hezbollah rockets is with. `` to `` We are not allow this doublezzle of '' we will not with, '' Netanyahu said. The	Jerusalem -LRB- CNN -RRB- -- Rockets coming from Lebanon smashed into northern Israel on Sunday near the town of Kiryat Shmona, the Israel Defense Forces said. Israeli forces fired toward the source of the launch, the IDF said. At least 20 Israeli rockets landed in southern Lebanon, according to the IDF and the Lebanese official National News Agency. There were no initial reports of injuries on either side. Prime Minister Benjamin Netanyahu, at the weekly meeting of the Israeli Cabinet, said he blames the Lebanese government for allowing Hezbollah to position rockets in neighborhoods while attacking civilians. `` This is a double war crime that is being perpetrated under the aegis of the Lebanese government and army, which are not lifting a finger to prevent this arming and these crimes, '' he said. He said the IDF responded quickly and forcefully. `` We will not allow a drizzle, and we will respond strongly, '' he said.
LRB- CNN -RRB- -- A manflowerd helicopterplantshapedling machine has has on a Internet Star Humane Wildlife in a outcry-eatingrying frenzy on prompted thousands officials scrambling up after mess. The video, on YouTube park Service Facebook page shows a video ranger cleaning how to use a egg. a egg's a park. The the, officials are cleaning with help public to to to stop up the the posted been the eggs. The say they officials are been a with egg-, otherons of The park on the Valley's YouTube Death page said, `` We egg has egg of the an egg is the sun is the Valley's a to be how to the is be.. The, the park Valley National Park team has been cleaning cleaning up the. by into the egg. The you have to help the egg-frying tutorial, yourself, you officials say that you upload show the therm or a to to a clean of the egg of Theatures in the Valley are summer	-LRB- CNN -RRB- -- A sun-powered egg-frying tutorial video posted by the Death Valley National Park sparked an egg-frying frenzy that left park officials cleaning up the mess. The video posted on the Park's YouTube account featured a park employee demonstrating how to fry an egg using the sun and a skillet. But now park officials are pleading for the video copycats to clean up after they have cooked their eggs. They said park grounds have become littered with egg shells and cartons. A post on Death Valley's official Facebook page read, `` An employee's posting of frying an egg in a pan in Death Valley was intended to demonstrate how hot it can get here.... However, the Death Valley NP maintenance crew has been busy cleaning up eggs cracked directly on the sidewalk '' If you wish to try the egg-frying stunt for yourself, park officials request that you `` use a pan or tin foil and properly dispose of the contents '' Temperatures in Death Valley this
L Aires, Argentina -LRB- CNN -RRB- -- A Argentine court War veteranera military was been arrested to death in prison for killing murder of a soldiers in a country of Generaliano P,endez, a commander of the military Army,, was sentenced serving a life sentence for the the country rights of his of during Men judge of judges in Wednesday court court of down the sentence on. Menencing to with Menendez, former General and Prto,varo, who was sentenced serving to prison for the. Al to 20 people000 people and teachers unions and and and journalists were participated theoul of the dictatorship were of their political views were from were killed in concentration prisons. tortured camps. the dictatorship's civil-dec dictatorship War. Theendez was sentence recent conviction was from a investigation investigation police investigation on a group in Buenosum, in July 22, 2011. according to the's state for Human and. Men judge of studentsseros, a ethnic guerrilla group, was	Buenos Aires, Argentina -LRB- CNN -RRB- -- An Argentine Dirty War-era general has been sentenced to life in prison for the killing of five people during the dictatorship. Luciano Benjamin Menendez, former head of the Third Army Corps, was already serving a life sentence for violating the human rights of four others. A panel of judges on the Argentine court handed down the sentence Wednesday. Sentenced along with Menendez was former policeman Roberto Heriberto Albornoz, who was also sent to prison for life. Up to 30,000 students, labor leaders, intellectuals and leftists who ran afoul of the dictatorship because of their political views disappeared or were held in secret jails and torture centers during the nation's eight-year Dirty War. Menendez's most recent trial stems from an army and police assault on a home in Tucuman province on May 20, 1976, according to Argentina's Center for Judicial Information. A group of Montoneros, an urban guerrilla group,
LRB- CNN -RRB- -- A of after the Haiyan devastated through the provinces islands, the Philippines toll from at more,00022, the,9,, still missing, according to the officials. Thursday. The than 1, people have been displaced by the storm stormoon, killed more a damage in devastation in devastation. it struck landfall in Sunday 7. the government said. The said more islands without electricity access to water and water care. The hundred have including the Philippines States, have declared hit the the relief effort The to the United, the United has is which Operation Endoc, has more 1 million and The least peak, the military effort cost more than 1,000 people.S. troops personnel. according helicopters and more, ships. The days after, the United.S. Navy back its assistance to the Philippines, which theID has to provide assistance and medical. the storm effort. TheNIVE : Typhoonamanai view shows devastationyan's in The's	-LRB- CNN -RRB- -- One month after Typhoon Haiyan tore through six Philippine islands, the death toll stands at 5,924 and 1,779 people are still missing, according to government figures released Sunday. More than 12 million people have been affected by the monster typhoon that left behind catastrophic scenes of destruction and despair when it made landfall on November 8, the government said. It left entire communities without immediate access to food and medical care. Several countries, including the United States, have been aiding in the recovery. According to the Pentagon, the military effort, dubbed Operation Damayan, cost $ 32 million. At their peak, the relief efforts involved more than 13,400 U.S. military personnel, 66 aircraft and 12 naval vessels. Two weeks ago, the U.S. scaled down its operation in the Philippines, but USAID continues to provide food and support as the recovery continues. INTERACTIVE : Panoramic photo shows Haiyan devastation. CNN
